model,location,target_type,forecast_date,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,target_end_date,model_type
IEM_Health-CovidProject,DE,Deaths,2021-09-20,4,93.4617391304348,62.8530434782609,0,30.6086956521739,0.0495652173913044,0.5,152,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-09-20,4,110.75652173913,48.0173913043478,0,62.7391304347826,-0.124347826086957,0.7,203,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-09-20,4,363.994347826087,134.559565217391,0,229.434782608696,-0.298260869565217,0.9,627,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-09-20,4,84.7330434782609,12.3852173913043,72.3478260869565,0,-0.298260869565217,-0.9,138,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-09-27,1,349.424347826087,129.467826086957,219.95652173913,0,-0.211304347826087,-0.8,653,2021-10-02,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-09-27,1,2248.9152173913,2235.08913043478,13.8260869565217,0,0.397391304347826,-0.1,318,2021-10-02,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-09-27,1,4019.13434782609,3039.91695652174,0,979.217391304348,0.136521739130435,0.4,6358,2021-10-02,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-09-27,1,4583.19869565217,4298.32913043478,0,284.869565217391,0.310434782608696,0.2,3742,2021-10-02,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-09-27,1,298.398260869565,176.87652173913,121.521739130435,0,0.0495652173913044,-0.5,545,2021-10-02,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-09-27,1,2.8595652173913,2.77260869565217,0,0.0869565217391304,0.397391304347826,0.1,2,2021-10-02,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-09-27,1,31.1613043478261,28.1613043478261,0,3,0.310434782608696,0.2,33,2021-10-02,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-09-27,1,47.6730434782609,38.76,0,8.91304347826087,0.223478260869565,0.3,67,2021-10-02,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-09-27,1,117.617826086957,53.7917391304348,0,63.8260869565217,-0.124347826086957,0.7,222,2021-10-02,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-09-27,1,10.7513043478261,7.01217391304348,3.73913043478261,0,0.0495652173913044,-0.5,20,2021-10-02,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-09-27,2,1029.04391304348,191.087391304348,837.95652173913,0,-0.385217391304348,-0.95,1675,2021-10-09,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-09-27,2,2939.38260869565,2898.29565217391,41.0869565217391,0,0.397391304347826,-0.1,945,2021-10-09,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-09-27,2,4219.08913043478,3141.7847826087,0,1077.30434782609,0.136521739130435,0.4,6844,2021-10-09,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-09-27,2,6355.84,6301.92695652174,53.9130434782609,0,0.397391304347826,-0.1,1240,2021-10-09,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-09-27,2,1591.80130434783,294.975217391304,1296.82608695652,0,-0.385217391304348,-0.95,2615,2021-10-09,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-09-27,2,7.95217391304348,4.47391304347826,0,3.47826086956522,-0.0373913043478261,0.6,14,2021-10-09,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-09-27,2,47.7360869565217,40.214347826087,0,7.52173913043478,0.223478260869565,0.3,61,2021-10-09,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-09-27,2,75.2478260869565,43.4652173913044,0,31.7826086956522,-0.0373913043478261,0.6,135,2021-10-09,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-09-27,2,154.432173913043,72.1713043478261,0,82.2608695652174,-0.124347826086957,0.7,284,2021-10-09,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-09-27,2,25.2352173913044,11.0613043478261,14.1739130434783,0,-0.0373913043478261,-0.6,48,2021-10-09,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-09-27,3,2540.6147826087,311.18,2229.4347826087,0,-0.385217391304348,-0.95,3939,2021-10-16,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-09-27,3,4697.53173913044,3908.5752173913,788.956521739131,0,0.223478260869565,-0.3,6108,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-09-27,3,3486.22826086957,3411.48913043478,74.7391304347826,0,0.397391304347826,-0.1,1719,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-09-27,3,28862.6560869565,8401.83,20460.8260869565,0,-0.211304347826087,-0.8,51869,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-09-27,3,3043.91782608696,651.396086956522,2392.52173913044,0,-0.298260869565217,-0.9,5434,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-09-27,3,8.22347826086957,7.52782608695652,0,0.695652173913044,0.310434782608696,0.2,8,2021-10-16,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-09-27,3,79.2230434782609,56.3969565217391,0,22.8260869565217,0.0495652173913044,0.5,125,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-09-27,3,75.9586956521739,46.35,0,29.6086956521739,-0.0373913043478261,0.6,131,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-09-27,3,163.874782608696,93.744347826087,0,70.1304347826087,-0.0373913043478261,0.6,295,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-09-27,3,43.0804347826087,18.4282608695652,24.6521739130435,0,-0.124347826086957,-0.7,83,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-09-27,4,9804.31,579.483913043478,9224.82608695652,0,-0.472173913043478,-0.98,13615,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-09-27,4,17454.5613043478,5922.99608695652,11531.5652173913,0,-0.124347826086957,-0.7,33630,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-09-27,4,5195.00347826087,3649.3947826087,1545.60869565217,0,0.136521739130435,-0.4,8889,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-09-27,4,83226.6004347826,12110.8613043478,71115.7391304348,0,-0.385217391304348,-0.95,136730,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-09-27,4,10305.877826087,1540.57347826087,8765.30434782609,0,-0.298260869565217,-0.9,17356,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-09-27,4,13.3813043478261,13.1204347826087,0.260869565217391,0,0.397391304347826,-0.1,6,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-09-27,4,101.688260869565,84.6882608695652,0,17,0.223478260869565,0.3,131,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-09-27,4,68.0626086956522,50.584347826087,0,17.4782608695652,0.136521739130435,0.4,106,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-09-27,4,162.268260869565,124.920434782609,0,37.3478260869565,0.136521739130435,0.4,243,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-09-27,4,59.4265217391304,32.1221739130435,27.304347826087,0,0.0495652173913044,-0.5,116,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-04,1,341.134782608696,179.091304347826,162.04347826087,0,-0.0373913043478261,-0.6,645,2021-10-09,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-04,1,2441.8852173913,2393.36347826087,48.5217391304348,0,0.397391304347826,-0.1,1116,2021-10-09,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-04,1,4245.54086956522,1785.88869565217,0,2459.65217391304,-0.124347826086957,0.7,8058,2021-10-09,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-04,1,4718.61695652174,2930.35608695652,1788.26086956522,0,0.0495652173913044,-0.5,8470,2021-10-09,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-04,1,627.509565217391,277.987826086957,349.521739130435,0,-0.124347826086957,-0.7,1219,2021-10-09,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-04,1,6.86086956521739,5.12173913043478,0,1.73913043478261,0.136521739130435,0.4,10,2021-10-09,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-04,1,79.4730434782609,24.8208695652174,54.6521739130435,0,-0.211304347826087,-0.8,145,2021-10-09,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-04,1,39.9478260869565,23.904347826087,0,16.0434782608696,0.0495652173913044,0.5,73,2021-10-09,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-04,1,63.9008695652174,50.9008695652174,13,0,0.136521739130435,-0.4,93,2021-10-09,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-04,1,16.5947826086957,8.50782608695652,8.08695652173913,0,-0.0373913043478261,-0.6,32,2021-10-09,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-04,2,1321.50086956522,296.24,1025.26086956522,0,-0.298260869565217,-0.9,2217,2021-10-16,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-04,2,3676.19,3061.58130434783,614.608695652174,0,0.223478260869565,-0.3,5226,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-04,2,2163.44782608696,2133.79565217391,0,29.6521739130435,0.397391304347826,0.1,682,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-04,2,11380.7386956522,5832.52130434783,5548.21739130435,0,-0.0373913043478261,-0.6,21611,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-04,2,1446.4552173913,534.803043478261,911.652173913044,0,-0.124347826086957,-0.7,2734,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-04,2,9.88130434782609,9.70739130434783,0,0.173913043478261,0.397391304347826,0.1,4,2021-10-16,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-04,2,112.200869565217,27.1573913043478,85.0434782608696,0,-0.298260869565217,-0.9,196,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-04,2,29.6539130434783,25.4365217391304,0,4.21739130434783,0.223478260869565,0.3,37,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-04,2,111.551304347826,64.464347826087,47.0869565217391,0,0.0495652173913044,-0.5,207,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-04,2,34.2152173913044,14.5630434782609,19.6521739130435,0,-0.124347826086957,-0.7,66,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-04,3,8377.60869565217,538.391304347826,7839.21739130435,0,-0.559130434782609,-1,11156,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-04,3,17698.4008695652,4308.35739130435,13390.0434782609,0,-0.298260869565217,-0.9,31527,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-04,3,3088.40173913044,2493.57565217391,594.826086956522,0,0.223478260869565,-0.3,4499,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-04,3,18916.5456521739,16242.6760869565,2673.86956521739,0,0.223478260869565,-0.3,23629,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-04,3,8009.86217391304,1203.38391304348,6806.47826086957,0,-0.385217391304348,-0.95,13131,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-04,3,19.2626086956522,18.8713043478261,0.391304347826087,0,0.397391304347826,-0.1,9,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-04,3,180.313043478261,29.7478260869565,150.565217391304,0,-0.298260869565217,-0.9,295,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-04,3,26.6652173913044,26.1869565217391,0.478260869565217,0,0.397391304347826,-0.1,11,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-04,3,200.723913043478,73.2456521739131,127.478260869565,0,-0.124347826086957,-0.7,378,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-04,3,48.3578260869565,24.1404347826087,24.2173913043478,0,-0.0373913043478261,-0.6,93,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-04,4,15157.5030434783,1068.85086956522,14088.652173913,0,-0.472173913043478,-0.98,21849,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-04,4,51434.9534782609,6354.95347826087,45080,0,-0.385217391304348,-0.95,81128,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-04,4,5840.04217391304,3174.25956521739,2665.78260869565,0,-0.0373913043478261,-0.6,11035,2021-10-30,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-04,4,59024.8847826087,39152.7543478261,0,19872.1304347826,-0.0373913043478261,0.6,94655,2021-10-30,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-04,4,14736.3326086957,2741.46304347826,11994.8695652174,0,-0.298260869565217,-0.9,26320,2021-10-30,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-04,4,43.7073913043478,38.4030434782609,5.30434782608696,0,0.223478260869565,-0.3,46,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-04,4,318.398260869565,31.0939130434783,287.304347826087,0,-0.385217391304348,-0.95,476,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-04,4,32.0665217391304,25.6752173913044,6.39130434782609,0,0.223478260869565,-0.3,47,2021-10-30,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-04,4,330.752173913043,80.5782608695652,250.173913043478,0,-0.211304347826087,-0.8,600,2021-10-30,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-04,4,140.463043478261,41.6369565217391,98.8260869565217,0,-0.124347826086957,-0.7,267,2021-10-30,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-11,1,1165.3,207.126086956522,958.173913043478,0,-0.385217391304348,-0.95,1870,2021-10-16,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-11,1,2730.57565217391,2194.74956521739,535.826086956522,0,0.223478260869565,-0.3,4078,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-11,1,1711.56869565217,1603.87304347826,0,107.695652173913,0.310434782608696,0.2,1393,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-11,1,14483.7617391304,3462.02260869565,11021.7391304348,0,-0.298260869565217,-0.9,25236,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-11,1,972.824347826087,376.954782608696,595.869565217391,0,-0.124347826086957,-0.7,1855,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-11,1,6.42260869565217,3.20521739130435,3.21739130434783,0,-0.0373913043478261,-0.6,12,2021-10-16,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-11,1,37.47,22.7308695652174,14.7391304347826,0,0.0495652173913044,-0.5,69,2021-10-16,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-11,1,51.2721739130435,15.6634782608696,0,35.6086956521739,-0.298260869565217,0.9,91,2021-10-16,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-11,1,54.2417391304348,40.1113043478261,14.1304347826087,0,0.136521739130435,-0.4,89,2021-10-16,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-11,1,20.285652173913,8.19869565217391,12.0869565217391,0,-0.124347826086957,-0.7,38,2021-10-16,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-11,2,9332.46956521739,300.469565217391,9032,0,-0.559130434782609,-1,10554,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-11,2,19539.2413043478,2645.32826086957,16893.9130434783,0,-0.472173913043478,-0.98,29498,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-11,2,2125.35260869565,1783.35260869565,342,0,0.223478260869565,-0.3,2886,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-11,2,40511.7021739131,5186.91956521739,35324.7826086957,0,-0.472173913043478,-0.98,60314,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-11,2,9696.97652173913,597.02,9099.95652173913,0,-0.559130434782609,-1,11993,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-11,2,21.8152173913043,4.20652173913043,17.6086956521739,0,-0.298260869565217,-0.9,37,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-11,2,78.9952173913044,26.7778260869565,52.2173913043478,0,-0.211304347826087,-0.8,147,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-11,2,30.0617391304348,17.0182608695652,0,13.0434782608696,-0.0373913043478261,0.6,56,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-11,2,112.740869565217,46.1321739130435,66.6086956521739,0,-0.124347826086957,-0.7,212,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-11,2,30.4226086956522,12.2052173913043,18.2173913043478,0,-0.124347826086957,-0.7,57,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-11,3,18171.1613043478,562.639565217391,17608.5217391304,0,-0.559130434782609,-1,21010,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-11,3,62926.4826086957,3518.74347826087,59407.7391304348,0,-0.559130434782609,-1,78606,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-11,3,4899.38869565217,2003.64956521739,2895.73913043478,0,-0.124347826086957,-0.7,9300,2021-10-30,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-11,3,10787.4347826087,10628.5652173913,158.869565217391,0,0.397391304347826,-0.1,3654,2021-10-30,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-11,3,18699.8660869565,1287.12695652174,17412.7391304348,0,-0.559130434782609,-1,25033,2021-10-30,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-11,3,61.6134782608696,5.52652173913044,56.0869565217391,0,-0.472173913043478,-0.98,90,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-11,3,187.942608695652,30.5078260869565,157.434782608696,0,-0.385217391304348,-0.95,301,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-11,3,19.8447826086957,18.105652173913,0,1.73913043478261,0.310434782608696,0.2,20,2021-10-30,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-11,3,226.46652173913,53.0752173913044,173.391304347826,0,-0.298260869565217,-0.9,392,2021-10-30,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-11,3,132.156086956522,20.5039130434783,111.652173913044,0,-0.385217391304348,-0.95,216,2021-10-30,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-11,4,33051.272173913,1173.96782608696,31877.3043478261,0,-0.559130434782609,-1,40580,2021-11-06,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-11,4,75926.9039130435,5664.12130434783,70262.7826086957,0,-0.472173913043478,-0.98,105172,2021-11-06,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-11,4,11354.7747826087,2517.03565217391,8837.73913043478,0,-0.298260869565217,-0.9,19946,2021-11-06,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-11,4,27901.7939130435,21414.272173913,0,6487.52173913044,0.136521739130435,0.4,39927,2021-11-06,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-11,4,26722.5426086957,3051.41217391304,23671.1304347826,0,-0.385217391304348,-0.95,42144,2021-11-06,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-11,4,151.215652173913,8.21565217391304,143,0,-0.472173913043478,-0.98,205,2021-11-06,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-11,4,319.643913043478,35.4265217391304,284.217391304348,0,-0.472173913043478,-0.98,477,2021-11-06,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-11,4,30.62,18.5330434782609,12.0869565217391,0,0.0495652173913044,-0.5,56,2021-11-06,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-11,4,281.379565217391,64.814347826087,216.565217391304,0,-0.298260869565217,-0.9,493,2021-11-06,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-11,4,167.581739130435,40.3208695652174,127.260869565217,0,-0.211304347826087,-0.8,309,2021-11-06,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-18,1,2428.5052173913,849.98347826087,1578.52173913043,0,-0.211304347826087,-0.8,4516,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-18,1,17133.1708695652,2384.04043478261,14749.1304347826,0,-0.472173913043478,-0.98,25744,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-18,1,2130.11304347826,2098.93913043478,31.1739130434783,0,0.397391304347826,-0.1,717,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-18,1,3499.86956521739,3449.26086956522,50.6086956521739,0,0.397391304347826,-0.1,1164,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-18,1,6199.7047826087,585.922173913044,5613.78260869565,0,-0.559130434782609,-1,8333,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-18,1,7.94869565217391,2.94869565217391,5,0,-0.124347826086957,-0.7,15,2021-10-23,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-18,1,59.0226086956522,29.1530434782609,29.8695652173913,0,-0.0373913043478261,-0.6,111,2021-10-23,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-18,1,17.4539130434783,13.6278260869565,0,3.82608695652174,0.136521739130435,0.4,26,2021-10-23,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-18,1,52.71,48.8839130434783,3.82608695652174,0,0.310434782608696,-0.2,48,2021-10-23,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-18,1,23.3808695652174,14.6417391304348,8.73913043478261,0,0.0495652173913044,-0.5,43,2021-10-23,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-18,2,6369.31565217391,1443.96782608696,4925.34782608696,0,-0.298260869565217,-0.9,11027,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-18,2,61377.5773913044,2936.05565217391,58441.5217391304,0,-0.559130434782609,-1,72723,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-18,2,3226.2647826087,2368.22130434783,858.04347826087,0,0.136521739130435,-0.4,5381,2021-10-30,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-18,2,53410.0639130435,5883.19434782609,0,47526.8695652174,-0.559130434782609,1,72516,2021-10-30,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-18,2,13859.8665217391,1030.25782608696,12829.6086956522,0,-0.559130434782609,-1,18127,2021-10-30,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-18,2,32.9069565217391,5.64608695652174,27.2608695652174,0,-0.385217391304348,-0.95,55,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-18,2,148.852608695652,36.8526086956522,112,0,-0.298260869565217,-0.9,266,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-18,2,15.1247826086957,14.8204347826087,0.304347826086957,0,0.397391304347826,-0.1,7,2021-10-30,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-18,2,88.1726086956522,64.8247826086957,23.3478260869565,0,0.136521739130435,-0.4,149,2021-10-30,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-18,2,123.98347826087,21.8530434782609,102.130434782609,0,-0.385217391304348,-0.95,203,2021-10-30,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-18,3,14695.7356521739,2551.69217391304,12144.0434782609,0,-0.298260869565217,-0.9,24659,2021-11-06,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-18,3,78963.5491304348,4351.89695652174,74611.652173913,0,-0.559130434782609,-1,96966,2021-11-06,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-18,3,7905.51391304348,2800.81826086957,5104.69565217391,0,-0.211304347826087,-0.8,14760,2021-11-06,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-18,3,74855.7843478261,11039.5669565217,0,63816.2173913044,-0.559130434782609,1,106229,2021-11-06,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-18,3,19523.4060869565,2324.71043478261,17198.6956521739,0,-0.385217391304348,-0.95,29934,2021-11-06,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-18,3,98.8121739130435,10.2469565217391,88.5652173913043,0,-0.385217391304348,-0.95,151,2021-11-06,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-18,3,254.116956521739,43.8560869565217,210.260869565217,0,-0.385217391304348,-0.95,420,2021-11-06,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-18,3,41.885652173913,15.494347826087,26.3913043478261,0,-0.124347826086957,-0.7,79,2021-11-06,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-18,3,104.304347826087,83.1739130434783,21.1304347826087,0,0.223478260869565,-0.3,154,2021-11-06,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-18,3,172.839565217391,35.3613043478261,137.478260869565,0,-0.298260869565217,-0.9,296,2021-11-06,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-18,4,17681.3186956522,4989.05782608696,12692.2608695652,0,-0.211304347826087,-0.8,33358,2021-11-13,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-18,4,143722.905217391,6996.20956521739,136726.695652174,0,-0.559130434782609,-1,179616,2021-11-13,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-18,4,19093.1173913044,3559.07391304348,15534.0434782609,0,-0.298260869565217,-0.9,32519,2021-11-13,mechanistic
IEM_Health-CovidProject,GB,Cases,2021-10-18,4,44721.497826087,19330.7586956522,0,25390.7391304348,-0.211304347826087,0.8,76801,2021-11-13,mechanistic
IEM_Health-CovidProject,PL,Cases,2021-10-18,4,21009.4295652174,5686.08173913044,15323.347826087,0,-0.211304347826087,-0.8,40039,2021-11-13,mechanistic
IEM_Health-CovidProject,CZ,Deaths,2021-10-18,4,205.189565217391,19.1460869565217,186.04347826087,0,-0.385217391304348,-0.95,313,2021-11-13,mechanistic
IEM_Health-CovidProject,DE,Deaths,2021-10-18,4,504.656086956522,54.4386956521739,450.217391304348,0,-0.385217391304348,-0.95,769,2021-11-13,mechanistic
IEM_Health-CovidProject,FR,Deaths,2021-10-18,4,39.6965217391304,16.8269565217391,22.8695652173913,0,-0.124347826086957,-0.7,76,2021-11-13,mechanistic
IEM_Health-CovidProject,GB,Deaths,2021-10-18,4,113.245217391304,113.027826086957,0.217391304347826,0,0.397391304347826,-0.1,5,2021-11-13,mechanistic
IEM_Health-CovidProject,PL,Deaths,2021-10-18,4,291.34652173913,61.6508695652174,229.695652173913,0,-0.298260869565217,-0.9,527,2021-11-13,mechanistic
IEM_Health-CovidProject,CZ,Cases,2021-10-25,1,4038.95130434783,998.951304347826,3040,0,-0.298260869565217,-0.9,7000,2021-10-30,mechanistic
IEM_Health-CovidProject,DE,Cases,2021-10-25,1,26051.672173913,4676.19391304348,21375.4782608696,0,-0.298260869565217,-0.9,43014,2021-10-30,mechanistic
IEM_Health-CovidProject,FR,Cases,2021-10-25,1,2272.51347826087,1830.68739130435,441.826086956522,0,0.223478260869565,-0.3,3354,2021-10-30,mechanistic
